source,split,image,caption_1,caption_2,caption_3,caption_4,caption_5
RSICD,test,RSICD_4485.jpg,have just green shoots sprouting from the grass on the pasture .,"near pastures, there is a wide street .",some green plants are near a large piece of green meadow .,some green plants are near a large piece of green meadow .,have just green shoots sprouting from the grass on the pasture .
RSICD,test,RSICD_4486.jpg,there are some trees by the side of the meadow .,the edge of the meadow is empty .,there are a number of the tree on the meadow .,the meadow covers an area of large .,a row of green trees is near a piece of green meadow .
RSICD,test,RSICD_4487.jpg,there's a row of trees green edge of the field .,no sheep and cattle on the ranch .,"here are all the green plants, and a few trees around .",a row of green trees is near a piece of green meadow .,"here are all the green plants, and a few trees around ."
RSICD,test,RSICD_4488.jpg,several green trees are in a piece of green meadow .,several green trees are in a piece of green meadow .,several green trees are in a piece of green meadow .,several green trees are in a piece of green meadow .,several green trees are in a piece of green meadow .
RSICD,test,RSICD_4489.jpg,a few tree on the prairie green trees .,next to the prairie is a clearing .,"the endless green woods, surrounded with a green plants .",several green trees are near a large piece of green meadow .,"the endless green woods, surrounded with a green plants ."
RSICD,test,RSICD_4490.jpg,a road is near a piece of green meadow .,a road is near a piece of green meadow .,a road is near a piece of green meadow .,a road is near a piece of green meadow .,a road is near a piece of green meadow .
RSICD,test,RSICD_4491.jpg,there are several full-grown trees around the ranch .,there are several full-grown trees around the ranch .,a row of green trees are near a piece of meadow .,a row of green trees are near a piece of meadow .,a row of green trees are near a piece of meadow .
RSICD,test,RSICD_4492.jpg,a green on the ground of the playground .,yellow earth in meadows with nudity .,it is a piece of green meadow .,it is a piece of green meadow .,a green on the ground of the playground .
RSICD,test,RSICD_4493.jpg,three green trees are in a piece of green meadow .,three green trees are in a piece of green meadow .,three green trees are in a piece of green meadow .,three green trees are in a piece of green meadow .,three green trees are in a piece of green meadow .
RSICD,test,RSICD_4494.jpg,long grass speared out buds .,a piece of shrubs near the pasture .,several green trees are near a piece of green meadow .,several green trees are near a piece of green meadow .,long grass speared out buds .
RSICD,test,RSICD_4495.jpg,a row of green trees are near a piece of green meadow .,a row of green trees are near a piece of green meadow .,a row of green trees are near a piece of green meadow .,a row of green trees are near a piece of green meadow .,a row of green trees are near a piece of green meadow .
RSICD,test,RSICD_4496.jpg,many green trees are around a piece of green meadow .,many green trees are around a piece of green meadow .,many green trees are around a piece of green meadow .,many green trees are around a piece of green meadow .,many green trees are around a piece of green meadow .
RSICD,test,RSICD_4497.jpg,on the ground there is a vast stretches of grassland .,there are towering trees deep in the grassland .,"here is a piece of green plants, and a little green around the trees .",a row of green trees is near a piece of green meadow .,"here is a piece of green plants, and a little green around the trees ."
RSICD,test,RSICD_4498.jpg,there is a open grasslands .,there is a house on grassland .,several green trees are near a large piece of green meadow .,several green trees are near a large piece of green meadow .,several green trees are near a large piece of green meadow .
RSICD,test,RSICD_4499.jpg,green grass grow out of the bushes .,the green grassland fertile soil .,it is a piece of green meadow .,it is a piece of green meadow .,green grass grow out of the bushes .
RSICD,test,RSICD_4761.jpg,on the ground there are several residential buildings .,residential buildings surrounded by green trees .,"on both sides along the road, were a few independent villa construction, still parked a car .",many green trees and buildings are in a medium residential area .,"on both sides along the road, were a few independent villa construction, still parked a car ."
RSICD,test,RSICD_4762.jpg,residential environment is very good .,residential areas with many trees .,many green trees and some buildings are in a medium residential area .,many green trees and some buildings are in a medium residential area .,residential environment is very good .
RSICD,test,RSICD_4763.jpg,there are many trees around the house .,some cars on the road distribution .,some buildings and many green trees are in a medium residential area .,some buildings and many green trees are in a medium residential area .,there are many trees around the house .
RSICD,test,RSICD_4764.jpg,some buildings and green trees are in a medium residential area .,some buildings and green trees are in a medium residential area .,some buildings and green trees are in a medium residential area .,some buildings and green trees are in a medium residential area .,some buildings and green trees are in a medium residential area .
RSICD,test,RSICD_4765.jpg,many green trees and some buildings are in a medium residential area .,many green trees and some buildings are in a medium residential area .,many green trees and some buildings are in a medium residential area .,many green trees and some buildings are in a medium residential area .,many green trees and some buildings are in a medium residential area .
RSICD,test,RSICD_4766.jpg,in the medium residential roads are curved .,in the medium residential green area is large .,some buildings and many green trees are in a medium residential area .,some buildings and many green trees are in a medium residential area .,in the medium residential roads are curved .
RSICD,test,RSICD_4767.jpg,distribution on the ground in residential buildings .,residential buildings surrounded by green trees .,there are many independent villas .,villas distribution around a lot of green plants .,many green trees and buildings are in a medium residential area .
RSICD,test,RSICD_4768.jpg,the medium residential with gray roof in the middle .,the medium residential is surrounded by green plants .,some buildings and many green trees are in a medium residential area .,some buildings and many green trees are in a medium residential area .,the medium residential with gray roof in the middle .
RSICD,test,RSICD_4769.jpg,on the ground with a circular walkway .,walkway is surrounded by residential buildings and green trees .,many green trees and buildings are in a medium residential area .,many green trees and buildings are in a medium residential area .,on the ground with a circular walkway .
RSICD,test,RSICD_4770.jpg,not many people of residential living .,the neighborhood trees are flourishing .,many green trees and some buildings are in a medium residential area .,many green trees and some buildings are in a medium residential area .,not many people of residential living .
RSICD,test,RSICD_4771.jpg,the ground distribution lines is surrounded by green house .,driving on the road with all kinds of cars .,some buildings and green trees are in a medium residential area .,some buildings and green trees are in a medium residential area .,the ground distribution lines is surrounded by green house .
RSICD,test,RSICD_4772.jpg,many green trees and some buildings are in a medium residential area .,many green trees and some buildings are in a medium residential area .,many green trees and some buildings are in a medium residential area .,many green trees and some buildings are in a medium residential area .,many green trees and some buildings are in a medium residential area .
RSICD,test,RSICD_4773.jpg,walkway is surrounded by green trees .,on the ground there are all kinds of residential buildings .,road distribution around a lot of green plants and several houses .,many green trees and buildings are in a medium residential area .,road distribution around a lot of green plants and several houses .
RSICD,test,RSICD_4774.jpg,some buildings and green trees are in a medium residential area .,some buildings and green trees are in a medium residential area .,some buildings and green trees are in a medium residential area .,some buildings and green trees are in a medium residential area .,some buildings and green trees are in a medium residential area .
RSICD,test,RSICD_4775.jpg,some buildings and many green trees are in a medium residential area .,some buildings and many green trees are in a medium residential area .,some buildings and many green trees are in a medium residential area .,some buildings and many green trees are in a medium residential area .,some buildings and many green trees are in a medium residential area .
RSICD,test,RSICD_4776.jpg,many houses surrounded by many green plants in the medium residential .,a medium residential with road beside in it .,some buildings and many green trees are in a medium residential area .,some buildings and many green trees are in a medium residential area .,many houses surrounded by many green plants in the medium residential .
RSICD,test,RSICD_4777.jpg,the medium residential is surrounded by green plants .,it is a medium residential with road in the middle .,some buildings and many green trees are in a medium residential area .,some buildings and many green trees are in a medium residential area .,the medium residential is surrounded by green plants .
RSICD,test,RSICD_4778.jpg,the two cars parked residential areas .,residential areas arranged very neatly .,many green trees and some buildings are in a medium residential area .,many green trees and some buildings are in a medium residential area .,the two cars parked residential areas .
RSICD,test,RSICD_4779.jpg,a unique residential buildings are past the villa .,green trees around the house .,some buildings and many green trees are in a medium residential area .,some buildings and many green trees are in a medium residential area .,a unique residential buildings are past the villa .
RSICD,test,RSICD_4780.jpg,in a few cars parked next to the residential buildings .,residential green trees around her .,"with many green plants, independent distribution with a few villas .",many green trees and buildings are in a medium residential area .,"with many green plants, independent distribution with a few villas ."
RSICD,test,RSICD_4781.jpg,very few houses residential areas .,there are many trees around the neighborhood .,many green trees and some buildings are in a medium residential area .,many green trees and some buildings are in a medium residential area .,very few houses residential areas .
RSICD,test,RSICD_4782.jpg,many green trees and some buildings are in a medium residential area .,many green trees and some buildings are in a medium residential area .,many green trees and some buildings are in a medium residential area .,many green trees and some buildings are in a medium residential area .,many green trees and some buildings are in a medium residential area .
RSICD,test,RSICD_4783.jpg,some buildings and green trees are in a medium residential area .,some buildings and green trees are in a medium residential area .,some buildings and green trees are in a medium residential area .,some buildings and green trees are in a medium residential area .,some buildings and green trees are in a medium residential area .
RSICD,test,RSICD_4784.jpg,there are many residential buildings on both sides of the road .,on the ground with a circular pond .,"with many distribution of green plants, there are many independent villa .",many green trees and buildings are in a medium residential area .,"with many distribution of green plants, there are many independent villa ."
RSICD,test,RSICD_4785.jpg,some buildings and green trees are in a medium residential area .,some buildings and green trees are in a medium residential area .,some buildings and green trees are in a medium residential area .,some buildings and green trees are in a medium residential area .,some buildings and green trees are in a medium residential area .
RSICD,test,RSICD_4786.jpg,residential area is divided into several areas .,many green trees and some buildings are in a medium residential area .,many green trees and some buildings are in a medium residential area .,many green trees and some buildings are in a medium residential area .,residential area is divided into several areas .
RSICD,test,RSICD_4787.jpg,the square of the residential buildings is very good .,next to the residential land is green .,some buildings and green trees are in a medium residential area .,some buildings and green trees are in a medium residential area .,the square of the residential buildings is very good .
RSICD,test,RSICD_4788.jpg,a sports place with medium residential beside in it .,many green plants and green land in it .,some buildings and many green trees are in a medium residential area .,some buildings and many green trees are in a medium residential area .,a sports place with medium residential beside in it .
RSICD,test,RSICD_4789.jpg,many green trees and some buildings are in a medium residential area .,many green trees and some buildings are in a medium residential area .,many green trees and some buildings are in a medium residential area .,many green trees and some buildings are in a medium residential area .,many green trees and some buildings are in a medium residential area .
RSICD,test,RSICD_5096.jpg,look the mountain is green .,the mountain texture is very clear .,it is a large piece of green mountain .,it is a large piece of green mountain .,look the mountain is green .
RSICD,test,RSICD_5097.jpg,the mountains surrounded by mountains of high and low .,many red and green mountains in it .,it is a large piece of mountain .,it is a large piece of mountain .,the mountains surrounded by mountains of high and low .
RSICD,test,RSICD_5098.jpg,it is a large piece of green mountain .,it is a large piece of green mountain .,it is a large piece of green mountain .,it is a large piece of green mountain .,it is a large piece of green mountain .
RSICD,test,RSICD_5099.jpg,the mountain looks some years long .,texture of the mountain is very beautiful .,it is a large piece of green mountain .,it is a large piece of green mountain .,the mountain looks some years long .
RSICD,test,RSICD_5100.jpg,"mountain,winding ups and downs .","mountain,winding ups and downs .",it is a piece of green mountain .,it is a piece of green mountain .,it is a piece of green mountain .
RSICD,test,RSICD_5101.jpg,it is a large piece of mountain .,it is a large piece of mountain .,it is a large piece of mountain .,it is a large piece of mountain .,it is a large piece of mountain .
RSICD,test,RSICD_5102.jpg,it is a large piece of mountain .,it is a large piece of mountain .,it is a large piece of mountain .,it is a large piece of mountain .,it is a large piece of mountain .
RSICD,test,RSICD_5103.jpg,it is a large piece of green mountain .,it is a large piece of green mountain .,it is a large piece of green mountain .,it is a large piece of green mountain .,it is a large piece of green mountain .
RSICD,test,RSICD_5104.jpg,a piece of green on the hill .,it is a large piece of mountain .,it is a large piece of mountain .,it is a large piece of mountain .,a piece of green on the hill .
RSICD,test,RSICD_5105.jpg,corrugated mountains is very beautiful .,range has two colors of yellow and green respectively .,it is a large piece of green mountain .,it is a large piece of green mountain .,corrugated mountains is very beautiful .
RSICD,test,RSICD_5106.jpg,it is a large piece of mountain .,it is a large piece of mountain .,it is a large piece of mountain .,it is a large piece of mountain .,it is a large piece of mountain .
RSICD,test,RSICD_5107.jpg,covers an area of a large mountain ranges .,mountain are in a desolate place .,it is a piece of green mountain .,it is a piece of green mountain .,covers an area of a large mountain ranges .
RSICD,test,RSICD_5108.jpg,the mountain lines very much .,to see a red on the hill .,it is a large piece of mountain .,it is a large piece of mountain .,the mountain lines very much .
RSICD,test,RSICD_5109.jpg,the mountains have a lot of industrious farmers .,the mountain texture like pieces of leaves .,it is a large piece of mountain .,it is a large piece of mountain .,the mountains have a lot of industrious farmers .
RSICD,test,RSICD_5110.jpg,under the green mountain and yellow .,there are many pits on the hill .,it is a large piece of green mountain .,it is a large piece of green mountain .,under the green mountain and yellow .
RSICD,test,RSICD_5111.jpg,texture of the mountain is very beautiful .,the mountains and patches of green .,it is a large piece of green mountain with ice partly .,it is a large piece of green mountain with ice partly .,texture of the mountain is very beautiful .
RSICD,test,RSICD_5112.jpg,there are many rocks on the hill .,there are many green mountains of the texture .,it is a large piece of mountain .,it is a large piece of mountain .,there are many rocks on the hill .
RSICD,test,RSICD_5113.jpg,mountains are in place is empty .,covers an area of a large mountain ranges .,it is a piece of green mountain .,it is a piece of green mountain .,mountains are in place is empty .
RSICD,test,RSICD_5114.jpg,"look, the mountain a piece of green .",the mountain texture is very realistic .,it is a large piece of mountain .,it is a large piece of mountain .,"look, the mountain a piece of green ."
RSICD,test,RSICD_5115.jpg,the hills places to look .,there are some white lines on the hill .,it is a large piece of mountain .,it is a large piece of mountain .,the hills places to look .
RSICD,test,RSICD_5116.jpg,"at first glance, the mountains like two snakes .",the mountain scenery is very beautiful .,it is a large piece of mountain .,it is a large piece of mountain .,"at first glance, the mountains like two snakes ."
RSICD,test,RSICD_5117.jpg,the mountain there are two colors gray and green respectively .,there were a few tunnel on the hill .,it is a large piece of mountain .,it is a large piece of mountain .,the mountain there are two colors gray and green respectively .
RSICD,test,RSICD_5118.jpg,down in the sun is especially beautiful .,the mountains have patches of green .,it is a large piece of green mountain .,it is a large piece of green mountain .,down in the sun is especially beautiful .
RSICD,test,RSICD_5119.jpg,there is a buddhist temple on the mountain .,there was a lot of potholes on the mountain of the hole .,"big yellow mountain and rapid, covering the land .",it is a large piece of yellow mountain .,"big yellow mountain and rapid, covering the land ."
RSICD,test,RSICD_5120.jpg,the mountains were washed out .,the mountain scenery is very beautiful .,it is a large piece of green mountain .,it is a large piece of green mountain .,the mountains were washed out .
RSICD,test,RSICD_5121.jpg,to see a piece of green .,this is a green mountain .,it is a large piece of green mountain .,it is a large piece of green mountain .,to see a piece of green .
RSICD,test,RSICD_5122.jpg,down in the sun will shine .,"the mountains green, the texture is very beautiful .",it is a large piece of green mountain with ice partly .,it is a large piece of green mountain with ice partly .,down in the sun will shine .
RSICD,test,RSICD_5123.jpg,the mountain is very beautiful in the sun .,the mountain texture is very beautiful .,it is a large piece of green mountain with snow partly .,it is a large piece of green mountain with snow partly .,the mountain is very beautiful in the sun .
RSICD,test,RSICD_5124.jpg,texture of the mountain is very beautiful .,look the mountain is green .,it is a large piece of mountain with ice partly .,it is a large piece of mountain with ice partly .,texture of the mountain is very beautiful .
RSICD,test,RSICD_5125.jpg,the mountain s some long .,there are some yellow on the hill .,it is a large piece of green mountain .,it is a large piece of green mountain .,the mountain s some long .
RSICD,test,RSICD_5126.jpg,it is a large piece of green mountain .,it is a large piece of green mountain .,it is a large piece of green mountain .,it is a large piece of green mountain .,it is a large piece of green mountain .
RSICD,test,RSICD_5127.jpg,the texture of the dark green and light green on the mountains .,the mountain scenery especially beautiful .,it is a large piece of green mountain .,it is a large piece of green mountain .,the texture of the dark green and light green on the mountains .
RSICD,test,RSICD_5128.jpg,it is a piece of yellow mountain .,it is a piece of yellow mountain .,it is a piece of yellow mountain .,it is a piece of yellow mountain .,it is a piece of yellow mountain .
RSICD,test,RSICD_5129.jpg,a gap to separate two mountains .,stone mountain texture like cabbage .,"here is a large area of green mountains, rolling .",it is a large piece of green mountain .,"here is a large area of green mountains, rolling ."
RSICD,test,RSICD_5445.jpg,there are two lakes in the park .,the park is covered with trees around .,many buildings are near a park with many green trees and two ponds .,many buildings are near a park with many green trees and two ponds .,there are two lakes in the park .
RSICD,test,RSICD_5446.jpg,the park has a lot of running car on the road around .,there are several lake in the park .,beside the road there is a big car,the park has a lot of green plants and the way for people to walk .,many green trees and several ponds are in a park .
RSICD,test,RSICD_5447.jpg,the park's construction is very complete .,beside the park filled with green trees .,many green trees and game facilities are in a park .,many green trees and game facilities are in a park .,the park's construction is very complete .
RSICD,test,RSICD_5448.jpg,around the park on the road covered with green trees .,there are a lot of cars in the park .,many green trees and buildings are in a park .,many green trees and buildings are in a park .,around the park on the road covered with green trees .
RSICD,test,RSICD_5449.jpg,the park has a meeting place for people rest and recreation .,beside the park with a lot of trees .,many green trees and several ponds are in a park .,many green trees and several ponds are in a park .,the park has a meeting place for people rest and recreation .
RSICD,test,RSICD_5450.jpg,a lot of car parked in the park .,a piece of green trees in the park .,many green trees and a pond are in a park near a parking lot .,many green trees and a pond are in a park near a parking lot .,a lot of car parked in the park .
RSICD,test,RSICD_5451.jpg,distributed the rectangular shape on the ground of the park .,park inside a lot of trees .,some buildings are around a park with many green trees and a pond .,some buildings are around a park with many green trees and a pond .,distributed the rectangular shape on the ground of the park .
RSICD,test,RSICD_5452.jpg,there are two umbrella buildings in the park .,surrounded by a row of trees in the park .,many green trees are in a park near a parking lot and beach .,many green trees are in a park near a parking lot and beach .,there are two umbrella buildings in the park .
RSICD,test,RSICD_5453.jpg,distribution of the interlaced walkway in the park .,on the ground and a bright green lake .,many buildings and a river are around a park with many green trees .,many buildings and a river are around a park with many green trees .,distribution of the interlaced walkway in the park .
RSICD,test,RSICD_5454.jpg,several buildings and green meadows are in a park near roads .,several buildings and green meadows are in a park near roads .,several buildings and green meadows are in a park near roads .,several buildings and green meadows are in a park near roads .,several buildings and green meadows are in a park near roads .
RSICD,test,RSICD_5455.jpg,the park covers an area of large .,there are many car park outside .,some buildings and green trees are in a park .,some buildings and green trees are in a park .,the park covers an area of large .
RSICD,test,RSICD_5456.jpg,it is a park with dark green water in the middle .,the park is surrounded by green plants and grey road .,many buildings are around a park with many green trees and a pond .,many buildings are around a park with many green trees and a pond .,it is a park with dark green water in the middle .
RSICD,test,RSICD_5457.jpg,the path in the park very much .,park on the ground are covered with grass .,many green trees and several ponds are in a park .,many green trees and several ponds are in a park .,the path in the park very much .
RSICD,test,RSICD_5458.jpg,the park's facilities are complete .,there are many cars on the road near the park .,many green trees and a pond are in a park .,many green trees and a pond are in a park .,the park's facilities are complete .
RSICD,test,RSICD_5459.jpg,the lake has a beach .,a parking lot is near a park with many green trees and a pond .,a parking lot is near a park with many green trees and a pond .,a parking lot is near a park with many green trees and a pond .,the lake has a beach .
RSICD,test,RSICD_5460.jpg,many green trees and an irregular pond are in a park .,many green trees and an irregular pond are in a park .,many green trees and an irregular pond are in a park .,many green trees and an irregular pond are in a park .,many green trees and an irregular pond are in a park .
RSICD,test,RSICD_5461.jpg,the road on both sides are covered with trees in the park .,there are physical exercise in the park .,many green trees and a pond are in a park .,many green trees and a pond are in a park .,the road on both sides are covered with trees in the park .
RSICD,test,RSICD_5462.jpg,with a green lake in the park .,beside the lake is green trees .,in the center of the city there is a big park .,"there are green plants and thick bushes, and there are many entertainment facilities in the parks .",many green trees and a pond are in a park .
RSICD,test,RSICD_5463.jpg,the park's facilities are complete .,plant a lot of green trees in the park .,many green trees and a pond are in a park .,many green trees and a pond are in a park .,the park's facilities are complete .
RSICD,test,RSICD_5464.jpg,built a lot of white buildings in the park .,the lake in the park is divided into two areas .,many green trees and a pond are in a park .,many green trees and a pond are in a park .,built a lot of white buildings in the park .
RSICD,test,RSICD_5465.jpg,"look, the park is green .",beside the park a few families .,"many of greenery coverage in urban areas, green plants and many buildings around .",many green trees and several ponds are in a park .,"many of greenery coverage in urban areas, green plants and many buildings around ."
RSICD,test,RSICD_5466.jpg,a pool with dark green water with park beside in it .,many green plants and green land in it .,many green trees and a pond are in a park .,many green trees and a pond are in a park .,a pool with dark green water with park beside in it .
RSICD,test,RSICD_5467.jpg,there is a lake in the park .,the scenery is very beautiful in the park .,many green trees and a pond are in a park .,many green trees and a pond are in a park .,there is a lake in the park .
RSICD,test,RSICD_5468.jpg,it is a park with dark green land in the middle .,the park is surrounded by green plants .,many green trees and two playgrounds are in a park .,many green trees and two playgrounds are in a park .,it is a park with dark green land in the middle .
RSICD,test,RSICD_5469.jpg,many green trees and several ponds are in a park with some game facilities .,many green trees and several ponds are in a park with some game facilities .,many green trees and several ponds are in a park with some game facilities .,many green trees and several ponds are in a park with some game facilities .,many green trees and several ponds are in a park with some game facilities .
RSICD,test,RSICD_5470.jpg,there are all sorts of play equipment in the park .,"park is located in a hub, surrounded by the road .",some buildings and many green trees are in a park with several ponds .,some buildings and many green trees are in a park with several ponds .,there are all sorts of play equipment in the park .
RSICD,test,RSICD_5471.jpg,many buildings and a pond with an island are in a park .,many buildings and a pond with an island are in a park .,many buildings and a pond with an island are in a park .,many buildings and a pond with an island are in a park .,many buildings and a pond with an island are in a park .
RSICD,test,RSICD_5472.jpg,many green trees and a pond are in a park near a river .,many green trees and a pond are in a park near a river .,many green trees and a pond are in a park near a river .,many green trees and a pond are in a park near a river .,many green trees and a pond are in a park near a river .
RSICD,test,RSICD_5473.jpg,many green trees are around a playground in a park .,many green trees are around a playground in a park .,many green trees are around a playground in a park .,many green trees are around a playground in a park .,many green trees are around a playground in a park .
RSICD,test,RSICD_5474.jpg,many green trees and several buildings are in a park .,many green trees and several buildings are in a park .,many green trees and several buildings are in a park .,many green trees and several buildings are in a park .,many green trees and several buildings are in a park .
RSICD,test,RSICD_5475.jpg,on the ground with a lot of buildings .,inside the park built a big stadium .,many green trees and a pond are in a park .,many green trees and a pond are in a park .,on the ground with a lot of buildings .
RSICD,test,RSICD_5476.jpg,many green trees are in a park .,many green trees are in a park .,many green trees are in a park .,many green trees are in a park .,many green trees are in a park .
RSICD,test,RSICD_5477.jpg,many trees were planted on the green grass in the park .,and yellow building in the park .,many green trees and several buildings are in a park .,many green trees and several buildings are in a park .,many trees were planted on the green grass in the park .
RSICD,test,RSICD_5478.jpg,there is a stadium in the park .,driving a car with the variety of colors on the road .,many buildings are near a park with many green trees and a pond .,many buildings are near a park with many green trees and a pond .,there is a stadium in the park .
RSICD,test,RSICD_5479.jpg,park green area is very large .,there are a large square in the park .,some buildings are around a park with many green trees and a pond .,some buildings are around a park with many green trees and a pond .,park green area is very large .
RSICD,test,RSICD_5831.jpg,the parking lost is a highway .,the car in the parking lot scattered distribution .,some cars are parked in a parking lot .,some cars are parked in a parking lot .,the parking lost is a highway .
RSICD,test,RSICD_5832.jpg,a lot of cars parked in the parking lot .,"the car parking lot, mainly white and black .",many cars are parked in a parking lot .,many cars are parked in a parking lot .,a lot of cars parked in the parking lot .
RSICD,test,RSICD_5833.jpg,only a few parking the car parking lot .,there is a tree intervals are parking lot .,some cars are parked in a parking lot with several green trees .,some cars are parked in a parking lot with several green trees .,only a few parking the car parking lot .
RSICD,test,RSICD_5834.jpg,many cars are parked in a parking lot .,many cars are parked in a parking lot .,many cars are parked in a parking lot .,many cars are parked in a parking lot .,many cars are parked in a parking lot .
RSICD,test,RSICD_5835.jpg,it is a parking with many cars in the middle .,many green plants and all kinds of cars in it .,some cars are parked in a parking lot with several green trees .,some cars are parked in a parking lot with several green trees .,it is a parking with many cars in the middle .
RSICD,test,RSICD_5836.jpg,many buildings with white roof while beside the parking .,it is a parking with all sorts of color of the car in the middle .,many cars are parked in a parking lot near a building .,many cars are parked in a parking lot near a building .,many buildings with white roof while beside the parking .
RSICD,test,RSICD_5837.jpg,many cars are parked in a parking lot near some green trees .,many cars are parked in a parking lot near some green trees .,many cars are parked in a parking lot near some green trees .,many cars are parked in a parking lot near some green trees .,many cars are parked in a parking lot near some green trees .
RSICD,test,RSICD_5838.jpg,parking lot 4 trees like four umbrella .,parking lots and parking space .,some cars are parked in a parking lot with several green trees .,some cars are parked in a parking lot with several green trees .,parking lot 4 trees like four umbrella .
RSICD,test,RSICD_5839.jpg,there are many cars in the parking lot .,the car arrangement is so neat .,many cars are parked in a parking lot near a building .,many cars are parked in a parking lot near a building .,there are many cars in the parking lot .
RSICD,test,RSICD_5840.jpg,"the parking lot, car is so neat .",parking lot and still there is room .,many cars are in a parking lot .,many cars are in a parking lot .,"the parking lot, car is so neat ."
RSICD,test,RSICD_5841.jpg,the parking is surrounded by gray road .,all sorts of color of the car with parking beside in it .,some cars are parked in a parking lot .,some cars are parked in a parking lot .,the parking is surrounded by gray road .
RSICD,test,RSICD_5842.jpg,in the parking lot is punctuated with a running vehicle .,in the parking lot is punctuated with a running vehicle .,"many vehicles parked on the concrete, color size is different .",many cars are in a parking lot .,"many vehicles parked on the concrete, color size is different ."
RSICD,test,RSICD_5843.jpg,some cars are parked in a parking lot near road .,some cars are parked in a parking lot near road .,some cars are parked in a parking lot near road .,some cars are parked in a parking lot near road .,some cars are parked in a parking lot near road .
RSICD,test,RSICD_5844.jpg,some cars are parked in a parking lot .,some cars are parked in a parking lot .,some cars are parked in a parking lot .,some cars are parked in a parking lot .,some cars are parked in a parking lot .
RSICD,test,RSICD_5845.jpg,"the parking lot of white, black, red car .","the parking lot, car arrangement is very neat .",many cars are in a parking lot .,many cars are in a parking lot .,"the parking lot of white, black, red car ."
RSICD,test,RSICD_5846.jpg,the parking is full of cars .,there are four identical car parking lot .,many cars are parked in a parking lot .,many cars are parked in a parking lot .,the parking is full of cars .
RSICD,test,RSICD_5847.jpg,the parking lot next to a row of trees .,the parking a lot of cars .,many cars are in a parking lot .,many cars are in a parking lot .,the parking lot next to a row of trees .
RSICD,test,RSICD_5848.jpg,a lot of cars parked in the parking lot .,"the parking lot, inside there is a circular parking lot .",many cars are parked in a parking lot near some green trees .,many cars are parked in a parking lot near some green trees .,a lot of cars parked in the parking lot .
RSICD,test,RSICD_5849.jpg,parking lot next to planted a few trees .,"the parking lot, a lot of white car .",some cars are parked in a parking lot near some green trees .,some cars are parked in a parking lot near some green trees .,parking lot next to planted a few trees .
RSICD,test,RSICD_5850.jpg,many cars are parked in a parking lot .,many cars are parked in a parking lot .,many cars are parked in a parking lot .,many cars are parked in a parking lot .,many cars are parked in a parking lot .
RSICD,test,RSICD_5851.jpg,"the parking lot, car most are white .",next to the parking lot and a shed .,concrete in the parking lot to dock with many large container and small vehicles .,many cars are in a parking lot .,concrete in the parking lot to dock with many large container and small vehicles .
RSICD,test,RSICD_5852.jpg,many cars are parked in a parking lot .,many cars are parked in a parking lot .,many cars are parked in a parking lot .,many cars are parked in a parking lot .,many cars are parked in a parking lot .
RSICD,test,RSICD_5853.jpg,the parking is full of cars .,there are all sorts of color car parking lot .,many cars are parked in a parking lot .,many cars are parked in a parking lot .,the parking is full of cars .
RSICD,test,RSICD_5854.jpg,there are two green car in the parking lot .,more black car parking lot .,many cars are parked in a parking lot .,many cars are parked in a parking lot .,there are two green car in the parking lot .
RSICD,test,RSICD_5855.jpg,a lot of white car parked in the parking lot .,there are some green trees in the parking lot .,some cars are parked in a parking lot with several green trees .,some cars are parked in a parking lot with several green trees .,a lot of white car parked in the parking lot .
RSICD,test,RSICD_5856.jpg,the driver parking parking is so neat .,there is a car running in the parking lot .,some cars are in a parking lot .,some cars are in a parking lot .,the driver parking parking is so neat .
RSICD,test,RSICD_5857.jpg,all kinds of car with parking beside in it .,the parking is surrounded by gray road .,many cars are parked in a parking lot .,many cars are parked in a parking lot .,all kinds of car with parking beside in it .
RSICD,test,RSICD_5858.jpg,many cars are parked in a parking lot with two green trees .,many cars are parked in a parking lot with two green trees .,many cars are parked in a parking lot with two green trees .,many cars are parked in a parking lot with two green trees .,many cars are parked in a parking lot with two green trees .
RSICD,test,RSICD_5859.jpg,the parking lot like a triangle .,the car arrangement is so neat .,a parking lot with many cars is near some green trees and a building .,a parking lot with many cars is near some green trees and a building .,the parking lot like a triangle .
RSICD,test,RSICD_5860.jpg,many cars are parked in a parking lot .,many cars are parked in a parking lot .,many cars are parked in a parking lot .,many cars are parked in a parking lot .,many cars are parked in a parking lot .
RSICD,test,RSICD_5861.jpg,parking lot next to the parking space planted a few trees .,various brands of cars parked in the parking lot .,many cars and several green trees are in a parking lot .,many cars and several green trees are in a parking lot .,parking lot next to the parking space planted a few trees .
RSICD,test,RSICD_5862.jpg,"the parking lot, car arrangement is a mess .",the parking lot is parked the car on the road .,some cars are parked in a parking lot near a tree .,some cars are parked in a parking lot near a tree .,"the parking lot, car arrangement is a mess ."
RSICD,test,RSICD_5863.jpg,there is a parking lot parking space is empty .,the parking car mostly white .,some cars and several green trees are in a parking lot .,some cars and several green trees are in a parking lot .,there is a parking lot parking space is empty .
RSICD,test,RSICD_5864.jpg,there is a few green tree next to the parking lot .,"dock parking lot with colorful vehicles, surrounded with a green cover plants .","dock parking lot with colorful vehicles, surrounded with a green cover plants .",many cars are in a parking lot with several green trees .,"dock parking lot with colorful vehicles, surrounded with a green cover plants ."
